Species,Test AUC,wc2.1_30s_bio_1_fc,wc2.1_30s_bio_2_fc,wc2.1_30s_bio_3_fc,wc2.1_30s_bio_4_fc,wc2.1_30s_bio_5_fc,wc2.1_30s_bio_6_fc,wc2.1_30s_bio_7_fc,wc2.1_30s_bio_8_fc,wc2.1_30s_bio_9_fc,wc2.1_30s_bio_10_fc,wc2.1_30s_bio_11_fc,wc2.1_30s_bio_12_fc,wc2.1_30s_bio_13_fc,wc2.1_30s_bio_14_fc,wc2.1_30s_bio_15_fc,wc2.1_30s_bio_16_fc,wc2.1_30s_bio_17_fc,wc2.1_30s_bio_18_fc,wc2.1_30s_bio_19_fc,wc2.1_30s_bio_20_fc
Pterospermum_reticulatum,0.947,0.0,16.7,5.9,15.7,0.0,0.3,0.4,0.3,0.1,0.0,0.0,0.5,0.0,18.0,1.0,0.2,1.0,1.6,10.9,27.4
Pterospermum_rubiginosum,0.954,0.0,6.6,0.0,0.0,0.0,7.2,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,30.4,27.7
Pterygota_alata,0.973,0.6,0.5,1.2,0.6,0.0,8.5,0.1,0.0,0.3,0.0,0.8,0.0,0.0,0.0,0.8,0.1,0.3,19.5,37.1,29.5
Putranjiva_roxburghii,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rapanea_wightiana,0.976,0.0,1.3,0.0,27.1,9.0,0.0,0.0,0.4,0.0,11.7,0.0,36.6,0.0,0.0,0.0,0.0,0.0,0.0,12.9,1.0
Reinwardtiodendron_anamalaiense,0.955,0.0,0.5,4.1,0.5,0.0,6.6,0.1,0.4,0.7,0.0,0.7,16.2,0.1,5.6,0.0,0.3,1.4,0.4,40.0,22.4
Rinorea_bengalensis,0.991,0.0,3.3,0.0,0.2,0.0,16.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,5.7,0.0,6.1,2.0,2.0,46.2,18.1
Rourea_minor,0.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,83.0,0.0,0.0,0.0,12.0,0.0
Sageraea_laurina,0.977,0.0,0.0,6.6,0.0,1.0,0.0,0.0,0.2,0.0,0.0,2.3,0.0,0.2,0.0,26.6,38.7,0.9,7.2,1.2,15.2
Sageraea_thwaitesii,0.983,0.0,0.6,4.8,0.0,0.7,4.7,0.0,0.0,1.1,0.0,1.3,1.7,1.0,21.7,0.0,0.0,35.9,0.0,0.4,26.1
Saprosma_corymbosum,0.994,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5,6.4,0.0,0.0,0.0,0.1,0.0
Saprosma_glomerata,0.981,2.4,7.3,0.0,0.0,6.7,1.8,38.6,15.1,0.0,1.7,0.1,0.0,0.0,0.6,4.1,0.3,0.8,1.5,19.1,0.0
Saraca_asoca,0.958,0.0,0.0,0.9,11.9,0.0,0.0,0.2,0.0,0.1,0.0,11.6,0.0,5.7,3.7,26.5,0.0,0.0,19.5,13.1,6.7
Sarcococca_pruniformis,0.994,0.0,1.6,0.0,39.8,36.5,0.0,3.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,3.8,0.0,1.3,0.0,5.5,8.1
Schefflera_micrantha,0.946,0.0,0.0,0.0,0.0,0.0,0.0,49.8,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0
Schefflera_venulosa,0.992,3.3,0.0,0.0,9.5,0.0,0.8,0.0,4.9,1.6,0.0,2.1,0.1,0.0,38.6,14.1,3.7,0.5,14.1,6.6,0.0
Scleropyrum_pentandrum,0.944,0.0,0.0,0.0,13.8,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,14.2,1.9,4.6,61.9
Scolopia_crenata,0.954,0.0,4.5,16.4,1.7,0.0,0.0,11.3,7.6,0.0,4.7,0.0,7.9,6.0,16.8,6.8,0.0,0.6,0.0,6.3,9.2
Scutia_myrtina,0.98,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.1,0.4,0.7,75.1,0.0,15.0,5.5,1.9,0.4
Semecarpus_auriculata,0.945,0.0,15.2,0.0,2.4,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.1,0.0,51.3,1.2,0.0,0.2
Semecarpus_travancorica,0.934,0.0,0.0,0.0,7.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.8,3.4,0.0,0.0,36.0,0.0,0.0,1.7
Smythea_bombaiensis,0.982,0.0,0.1,0.8,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.1,39.6,2.9,0.0,34.7,5.4,8.4
Spondias_pinnata,0.709,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.6,0.0,0.0,0.0,0.0,0.3
Sterculia_guttata,0.933,0.0,0.3,0.1,16.6,0.0,5.6,3.0,0.4,0.0,0.0,0.0,32.8,3.2,0.0,8.7,0.8,4.8,8.2,0.6,14.9
Stereospermum_tetragonum,0.919,0.0,0.1,27.2,0.0,0.0,2.7,0.4,0.7,0.1,0.0,0.5,16.8,7.6,20.7,4.4,0.0,0.0,14.7,1.3,2.9
Strombosia_ceylanica,0.932,0.0,16.8,9.1,0.0,0.0,0.0,39.2,0.0,0.5,2.8,0.1,12.8,0.0,0.0,0.7,0.0,0.1,2.8,5.5,9.4
Symplocos_cochinchinensis,0.866,0.0,58.3,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5
Symplocos_macrophylla,0.989,0.0,0.1,0.5,1.8,0.0,1.7,0.0,5.3,0.0,0.0,0.2,24.1,18.1,0.1,24.1,2.6,11.6,8.5,0.6,0.6
Symplocos_racemosa,0.954,0.0,0.2,3.1,3.7,0.0,2.4,0.6,6.6,0.0,3.1,1.2,2.5,55.5,0.1,1.3,1.6,0.5,1.9,3.9,11.7
Symplocos_rosea,0.933,0.0,3.5,3.6,5.5,0.0,0.4,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.3,0.0,49.4,0.0,0.0,13.9
Syzygium_benthamianum,0.978,0.0,5.6,1.9,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,2.0,0.0,0.0,0.0,0.0,0.0
Syzygium_calophyllifolium,0.984,0.0,8.4,0.2,16.2,53.2,0.0,3.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,12.9
Syzygium_caryophyllatum,0.975,0.0,0.0,6.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,9.0,6.1,3.6,8.3,8.1,14.8,23.9
Syzygium_cumini,0.904,0.3,0.9,2.8,1.5,1.2,1.2,2.2,0.5,1.6,0.8,0.2,25.8,11.6,2.2,22.8,0.9,0.6,18.2,4.3,0.4
Syzygium_densiflorum,0.91,3.1,15.3,0.0,3.7,50.1,0.0,8.4,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.8,0.0,10.5
